"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"chr15-76505465-76513930",5.42435660929381e-05,-0.131224695355515,0.427,0.436,1
"chr11-77605941-77608936",5.43243000282615e-05,-0.160938754929935,0.267,0.273,1
"chr5-53210858-53215247",5.44308156900566e-05,0.36161357325957,0.2,0.146,1
"chr5-147427743-147439806",5.46082592936752e-05,-0.129750308471608,0.36,0.366,1
"chr17-21530201-21537364",5.47302182824309e-05,0.220106460264206,0.39,0.322,1
"chr15-85522769-85525842",5.49898881777783e-05,0.289000629277935,0.25,0.191,1
"chr16-22515482-22518943",5.50173011448299e-05,-0.26962996415273,0.12,0.133,1
"chr6-146640548-146643930",5.50295501899192e-05,-0.150653270351467,0.316,0.322,1
"chr8-70281720-70284855",5.50434247173088e-05,-0.183952923660615,0.205,0.221,1
"chr1-184274656-184280721",5.51892091946233e-05,0.407019661869944,0.16,0.112,1
"chr7-17001831-17010572",5.52662107165555e-05,-0.170174262777553,0.257,0.263,1
"chr4-9630167-9632804",5.54444982033891e-05,-0.239667615932072,0.127,0.136,1
"chr5-123147907-123152049",5.57061829102949e-05,-0.176246383488234,0.257,0.272,1
"chrX-7840533-7844181",5.57565032014195e-05,-0.15897492315268,0.32,0.328,1
"chr6-90460969-90465325",5.58539316440265e-05,0.42239058476071,0.155,0.109,1
"chr15-74966572-74969025",5.58810955147628e-05,0.41746692888382,0.15,0.108,1
"chr5-147074614-147079121",5.59864094452116e-05,-0.134387279449352,0.368,0.386,1
"chr1-171501141-171505084",5.59956611501635e-05,-0.140386981249507,0.39,0.4,1
"chr7-25432476-25437291",5.63875283970831e-05,-0.28297491556207,0.102,0.114,1
"chr4-152176309-152180773",5.63915898263994e-05,-0.146915452366423,0.264,0.263,1
"chr17-35045003-35052613",5.63946020898673e-05,-0.110661732014655,0.522,0.532,1
"chr7-45393191-45397009",5.6424214499864e-05,-0.164870607948182,0.289,0.3,1
"chr5-135185548-135189086",5.66820635234795e-05,-0.137360938475798,0.355,0.365,1
"chr10-120420625-120424312",5.69715110470676e-05,-0.288038611112448,0.099,0.109,1
"chr19-36538105-36540838",5.71791417690968e-05,0.420665061169327,0.144,0.104,1
"chr17-57076303-57080729",5.72044070521131e-05,-0.217936105596698,0.192,0.207,1
"chr19-34518619-34522808",5.72509766809275e-05,0.386044581620464,0.176,0.126,1
"chr6-124925012-124926788",5.72858730645782e-05,0.404868758230793,0.142,0.102,1
"chr2-164803413-164806252",5.73178157511067e-05,-0.162338396526097,0.296,0.307,1
"chr2-120729594-120732626",5.7429234176804e-05,-0.167124611888786,0.229,0.237,1
"chr12-110608070-110610271",5.75713843136534e-05,0.455155295306116,0.133,0.091,1
"chr19-30028900-30037866",5.75832926197514e-05,-0.139920770245148,0.35,0.358,1
"chrX-152340287-152343506",5.75916499330876e-05,-0.190979917102083,0.236,0.251,1
"chr8-60991837-60995496",5.77624681338691e-05,-0.131426694609128,0.404,0.411,1
"chr7-24900361-24905576",5.78124943456705e-05,-0.124689499308379,0.423,0.433,1
"chr18-67773900-67777424",5.78960173135064e-05,-0.132336876940421,0.3,0.305,1
"chr11-43680631-43684135",5.80701212406674e-05,-0.122893445881373,0.378,0.386,1
"chr7-6381400-6384829",5.81246553956417e-05,-0.203460097850887,0.211,0.228,1
"chr12-112997408-113001706",5.82170440954314e-05,-0.125599732308145,0.344,0.348,1
"chr9-111092822-111098100",5.84730882163097e-05,0.372952010614374,0.185,0.133,1
"chr17-56441289-56445999",5.85008827306956e-05,-0.171494745309657,0.259,0.274,1
"chr11-97764037-97767419",5.90596642724637e-05,-0.189738953970505,0.233,0.244,1
"chr7-143387964-143391139",5.9087762287313e-05,0.279278523112055,0.287,0.224,1
"chr12-87325280-87332366",5.92194551966656e-05,0.360312846122067,0.197,0.145,1
"chr4-122847501-122849828",5.92574869733968e-05,0.424287525227118,0.136,0.096,1
"chr4-123916413-123919310",5.92793248762944e-05,-0.144819890383629,0.273,0.277,1
"chr6-142386094-142389954",5.93022233687515e-05,-0.154287864051528,0.262,0.269,1
"chr10-108329798-108334202",5.94361250388705e-05,0.379183345929248,0.196,0.143,1
"chr19-5990767-5992883",5.94567310603668e-05,0.40198521546192,0.15,0.107,1
"chr3-159838711-159843545",5.94790324364812e-05,0.248037869673209,0.338,0.273,1
"chr1-143999012-144008328",5.94826577499524e-05,-0.115827620991873,0.498,0.508,1
"chr19-38222898-38225124",5.95056555177452e-05,-0.203259735298901,0.178,0.186,1
"chr11-97824276-97831201",5.96191905157806e-05,-0.155348645602753,0.33,0.341,1
"chr2-24673866-24677841",6.00569738528049e-05,0.387475027756349,0.173,0.125,1
"chr19-11044462-11046353",6.00975198392991e-05,-0.192410163611171,0.174,0.183,1
"chr11-61561829-61565074",6.06523188893645e-05,-0.252682706428664,0.143,0.155,1
"chr19-41365624-41371524",6.12731207535108e-05,-0.249019792690913,0.145,0.155,1
"chr7-135590251-135603836",6.14077638801179e-05,-0.124252872776832,0.453,0.458,1
"chr1-56975425-56985080",6.15011198151239e-05,0.319622591767995,0.215,0.161,1
"chr7-80055272-80060880",6.15313560004921e-05,-0.264829683451334,0.119,0.13,1
"chr6-30692601-30694692",6.15756322329413e-05,-0.203488622021036,0.188,0.202,1
"chr2-101750462-101757459",6.16167562230095e-05,0.294448755843973,0.27,0.21,1
"chr19-10522801-10526899",6.16766543204121e-05,-0.137038037184716,0.312,0.319,1
"chr10-69350419-69353570",6.20121222611218e-05,-0.169115194800629,0.281,0.289,1
"chr9-103005923-103009842",6.20724497126247e-05,0.435538724327309,0.139,0.095,1
"chr3-90050425-90054173",6.2101169745538e-05,-0.125817276746935,0.42,0.422,1
"chr15-66577020-66580264",6.21616213458647e-05,-0.143362902267734,0.263,0.266,1
"chr11-116137679-116139981",6.21867339922892e-05,-0.186342948721063,0.242,0.258,1
"chr6-88516559-88519960",6.23287303075578e-05,-0.145610464304717,0.273,0.275,1
"chr10-42577372-42593721",6.23855392142276e-05,0.289406148448929,0.276,0.213,1
"chr10-28515700-28520421",6.24433378500593e-05,0.3450376520994,0.191,0.141,1
"chr6-91409067-91412536",6.24944355444253e-05,0.415706968674948,0.138,0.097,1
"chr5-115730350-115733624",6.25723383509816e-05,-0.132231988888466,0.345,0.344,1
"chr1-163928886-163932043",6.31860074507094e-05,-0.217000782921743,0.159,0.169,1
"chr12-54161338-54165838",6.3567204707784e-05,-0.112775762806008,0.483,0.494,1
"chr8-84797578-84802225",6.37390518457988e-05,-0.190573439421359,0.184,0.193,1
"chr5-122730760-122735538",6.38665026664424e-05,-0.174321391650318,0.261,0.274,1
"chr6-136852128-136859718",6.39424881085388e-05,0.256099716502219,0.322,0.257,1
"chr7-125471408-125473994",6.41610703375548e-05,-0.196928202868794,0.224,0.236,1
"chr13-113588711-113590993",6.41708461203053e-05,0.40750660714808,0.148,0.105,1
"chr2-121412632-121420829",6.42147241147777e-05,-0.119816404837831,0.372,0.375,1
"chr4-115069306-115077023",6.42332974932918e-05,-0.203385250093965,0.198,0.208,1
"chr15-33686495-33688994",6.42730525176269e-05,0.392761705457128,0.172,0.123,1
"chr1-52722168-52728110",6.46214705576032e-05,-0.161787433910182,0.256,0.267,1
"chr15-86592435-86594689",6.46376811316266e-05,0.385004750135187,0.164,0.116,1
"chr7-25814810-25817316",6.47451896103403e-05,0.457905032936847,0.128,0.089,1
"chr11-53888088-53893841",6.47749784838333e-05,-0.132251851827223,0.372,0.38,1
"chr8-121664220-121666308",6.5564571564758e-05,0.358705271280982,0.186,0.138,1
"chr8-27084580-27091961",6.56994375139167e-05,-0.213321559283039,0.193,0.203,1
"chr15-81830593-81832798",6.57509178813091e-05,-0.248742722651322,0.148,0.166,1
"chr11-121450669-121452995",6.57664678177227e-05,-0.200860087767027,0.21,0.22,1
"chr6-83160781-83163435",6.58175819840639e-05,0.428533487839752,0.136,0.095,1
"chr2-30806724-30812339",6.58336609406749e-05,-0.127985065826078,0.428,0.441,1
"chr14-51006301-51009476",6.59146168841297e-05,0.452257222194578,0.129,0.089,1
"chr15-36875667-36881053",6.61008735848553e-05,-0.251704834982382,0.122,0.132,1
"chr15-6539421-6543909",6.61468861440357e-05,0.274097213209108,0.277,0.218,1
"chr11-120097637-120101697",6.62131754488392e-05,-0.135452277480016,0.369,0.376,1
"chr4-98241920-98245379",6.63950259170834e-05,0.378160099246203,0.158,0.116,1
"chr19-37962546-37964447",6.64919108456046e-05,-0.232521837198005,0.144,0.158,1
"chr2-37442254-37444178",6.6573436553927e-05,-0.18944729832112,0.201,0.21,1
"chr16-43800990-43802869",6.66180622567579e-05,0.364934479155674,0.175,0.127,1
"chr8-70157459-70161055",6.69677293600182e-05,-0.227964483927773,0.153,0.162,1
"chr5-124474722-124480206",6.69726592461303e-05,-0.149183094296834,0.31,0.32,1
"chr7-56014607-56020915",6.77153072135394e-05,0.314018100303188,0.239,0.186,1
"chr19-4509375-4511863",6.80145580872406e-05,-0.128815532706335,0.407,0.417,1
"chr3-101699614-101702539",6.81707406181762e-05,0.310510339670024,0.229,0.174,1
"chr5-3595219-3597353",6.81815419753724e-05,-0.150775936480101,0.304,0.309,1
"chr18-36793008-36794821",6.82931555745836e-05,-0.206271295363291,0.187,0.2,1
"chr2-27884241-27890100",6.83391248906249e-05,0.363617346174962,0.194,0.142,1
"chr14-31335646-31338812",6.83802031913345e-05,-0.137704091844503,0.327,0.337,1
"chr3-54733976-54737106",6.8440040846116e-05,-0.126259154516329,0.259,0.262,1
"chrX-94211879-94213980",6.84630383874108e-05,-0.166074534857452,0.272,0.278,1
"chr4-150908323-150910630",6.84850190730074e-05,-0.178726147203822,0.229,0.243,1
"chr18-75488260-75492055",6.85278761244963e-05,-0.278826070302248,0.116,0.131,1
"chr9-62017998-62022852",6.8546910501884e-05,0.346803780911918,0.217,0.163,1
"chr6-12747597-12751092",6.86682230466611e-05,0.448465254400932,0.129,0.087,1
"chr15-85575291-85584142",6.87168389266123e-05,0.308364230037706,0.238,0.181,1
"chr6-52308213-52324613",6.89153272784429e-05,0.297809205465684,0.26,0.2,1
"chr17-46644648-46647020",6.89275067725818e-05,-0.172922163169519,0.293,0.302,1
"chr17-17621612-17626851",6.9137506148389e-05,-0.109537843327344,0.537,0.548,1
"chr5-57713294-57723000",6.93697187366501e-05,0.172822054717011,0.535,0.469,1
"chr10-120894067-120899871",6.93828141311354e-05,-0.203102790368016,0.202,0.216,1
"chr4-154575462-154600035",6.98212633365341e-05,0.210027282734653,0.409,0.343,1
"chr4-109972717-109990136",6.99816690566753e-05,0.22353775629325,0.404,0.334,1
"chr3-18622973-18626722",7.01726847832257e-05,0.341851597546161,0.202,0.149,1
"chr12-51824055-51832174",7.03521117623538e-05,-0.126483405858447,0.346,0.35,1
"chr7-145109062-145115124",7.0486760321453e-05,-0.133485249038804,0.362,0.372,1
"chr17-15496077-15501253",7.05105999912306e-05,-0.131261589170187,0.41,0.422,1
"chr19-6919824-6923315",7.06115767977357e-05,-0.14074341645744,0.375,0.384,1
"chr3-109025016-109028827",7.08428323115367e-05,-0.139797145908662,0.309,0.313,1
"chr5-147425046-147427434",7.08536748531608e-05,-0.275029809383428,0.122,0.137,1
"chr9-113929758-113934026",7.1011873428748e-05,-0.139182331993016,0.355,0.364,1
"chr11-60930529-60945699",7.10681497879363e-05,-0.104878297549889,0.518,0.515,1
"chr1-131093856-131098993",7.18725275086073e-05,-0.127957477541478,0.352,0.355,1
"chr11-75856784-75863065",7.19653850352901e-05,0.245098205347781,0.329,0.261,1
"chr16-94009306-94012792",7.2166258041352e-05,-0.288355744771158,0.116,0.133,1
"chr3-51274819-51278362",7.21817382764268e-05,-0.117503943335345,0.41,0.421,1
"chr9-46066608-46070071",7.23347230308029e-05,-0.25467757720859,0.14,0.159,1
"chr15-13171219-13176444",7.26608340081597e-05,0.40567193386306,0.144,0.102,1
"chr8-72649714-72658291",7.27671214568862e-05,-0.151577244587,0.305,0.307,1
"chr18-36743887-36745768",7.27829193226294e-05,-0.16664716660102,0.279,0.287,1
"chr15-103271273-103273911",7.29247863823405e-05,-0.161899353807969,0.335,0.345,1
"chr16-14158161-14161381",7.32318707895874e-05,-0.121095843673722,0.411,0.411,1
"chr14-55743463-55747949",7.34373275042332e-05,-0.198016971231011,0.204,0.214,1
"chrX-101531643-101533830",7.40010724733837e-05,-0.191986759083147,0.213,0.227,1
"chr16-28913080-28917425",7.41914677869599e-05,-0.295049998553321,0.101,0.116,1
"chr5-107521345-107525148",7.43458206662989e-05,0.369681328091087,0.175,0.127,1
"chr19-12475107-12479480",7.44314917986253e-05,0.323333331308236,0.211,0.162,1
"chr13-98014701-98017671",7.47891385220172e-05,0.329284617893095,0.205,0.154,1
"chr9-45039845-45043992",7.48943152916333e-05,0.415893777771119,0.151,0.106,1
"chr1-37866986-37869537",7.49428293854828e-05,-0.238501956900412,0.143,0.156,1
"chr1-180888052-180891387",7.50670554105455e-05,-0.214145236947482,0.181,0.191,1
"chr10-59919132-59925139",7.53483972987594e-05,0.256782352997909,0.318,0.252,1
"chr15-75429408-75432519",7.54006067797753e-05,-0.222768782499237,0.163,0.178,1
"chr11-114215502-114219909",7.55467164638115e-05,0.376239040383651,0.173,0.123,1
"chr4-145298634-145301745",7.57177403710262e-05,-0.216996565822178,0.172,0.185,1
"chr1-152087811-152091565",7.58579645315845e-05,-0.171866422599441,0.223,0.232,1
"chr16-18045707-18048898",7.59264488113309e-05,-0.236006481430953,0.131,0.143,1
"chr1-78214151-78219829",7.59664426293797e-05,0.434510452402262,0.134,0.093,1
"chr11-62280290-62283274",7.59687487788301e-05,-0.146473454553709,0.277,0.281,1
"chr7-44890578-44893686",7.60521467536485e-05,-0.197428752925698,0.191,0.201,1
"chr9-107639478-107641329",7.61634277186279e-05,-0.258992968099715,0.127,0.143,1
"chr5-144962860-144968025",7.62116313745741e-05,-0.130299511331999,0.381,0.386,1
"chr10-81381167-81386232",7.62387512777616e-05,-0.136953602374723,0.332,0.339,1
"chr15-67200253-67203816",7.62712606752591e-05,0.439014802137335,0.13,0.091,1
"chr7-5019305-5023829",7.62987310640326e-05,-0.140432150622468,0.316,0.325,1
"chr4-114897476-114904448",7.63372948411713e-05,0.355426575478119,0.169,0.125,1
"chr5-121658570-121662562",7.64139697487103e-05,-0.194575895664378,0.168,0.175,1
"chr7-44856276-44858977",7.66436174606877e-05,-0.225789653354061,0.159,0.173,1
"chr3-98381394-98385042",7.67793254148321e-05,0.421281756171478,0.143,0.1,1
"chr7-35750137-35755749",7.68157824521797e-05,-0.144925197868593,0.312,0.322,1
"chr18-15019808-15027220",7.69968620984651e-05,0.342130224783906,0.202,0.149,1
"chr17-8866605-8873484",7.71651402059156e-05,-0.138332841597069,0.383,0.389,1
"chr11-115764152-115767434",7.72489656275869e-05,-0.169457719434566,0.289,0.306,1
"chr8-45062456-45064908",7.7469608306068e-05,0.419869675658603,0.135,0.096,1
"chr12-104234745-104240947",7.80548673918935e-05,-0.272689885912329,0.119,0.135,1
"chr5-101763307-101767794",7.82933783372443e-05,-0.181555905272205,0.2,0.206,1
"chr9-75556546-75561074",7.83197760908826e-05,-0.164656668428345,0.233,0.24,1
"chr11-69833008-69839612",7.84086823359778e-05,-0.103290377014731,0.528,0.538,1
"chr11-119190033-119191850",7.84231538308184e-05,-0.261125775251337,0.124,0.138,1
"chr18-11882295-11887031",7.87520373881833e-05,-0.256968180829115,0.112,0.123,1
"chr6-82040146-82043976",7.88661457671799e-05,0.399575859989036,0.129,0.095,1
"chr16-17617268-17620385",7.92650543234467e-05,-0.249695643013029,0.117,0.127,1
"chr2-11776449-11779505",7.93313396090191e-05,-0.123400824745967,0.391,0.397,1
"chr6-47593471-47596302",7.94845240728944e-05,-0.155102154018566,0.315,0.324,1
"chr6-125190805-125193671",7.9524977080245e-05,-0.156445934725516,0.317,0.332,1
"chr1-182792110-182793648",7.96484398504336e-05,-0.203028341915759,0.189,0.197,1
"chr4-155085057-155087637",7.99385127224984e-05,-0.124050266767018,0.349,0.352,1
"chr15-4024582-4029369",8.01326654550481e-05,-0.130507231001012,0.378,0.376,1
"chr8-84996989-84998680",8.02401339519299e-05,-0.312332534931383,0.1,0.116,1
"chr11-102215974-102226191",8.02465399624373e-05,-0.144028375316841,0.319,0.326,1
"chr15-32919126-32924216",8.06628016266405e-05,0.307611997960912,0.231,0.177,1
"chr13-40700947-40712828",8.07010577943448e-05,0.393814723003598,0.152,0.112,1
"chr13-102897192-102901586",8.0780125256526e-05,0.296571952456445,0.236,0.185,1
"chr8-70486034-70496440",8.10484323451931e-05,0.279382147276153,0.284,0.22,1
"chr10-67184527-67217745",8.11103723026108e-05,-0.10915825442726,0.503,0.51,1
"chr1-190927178-190930419",8.13319082594343e-05,-0.144050572592802,0.278,0.282,1
"chr14-99297577-99301927",8.17067572598331e-05,-0.155109635831628,0.261,0.268,1
"chr11-115533576-115537410",8.23257674762112e-05,-0.131237292390468,0.313,0.316,1
"chr1-132128139-132134445",8.2372685144146e-05,0.334837572253823,0.192,0.146,1
"chr2-3423218-3425236",8.25286640136037e-05,-0.164058942939547,0.272,0.286,1
"chr11-102294573-102298417",8.28515603752873e-05,-0.118349295625818,0.415,0.421,1
"chr11-102752553-102755520",8.28757610478792e-05,-0.211340603673928,0.196,0.211,1
"chr5-75976877-75981688",8.31081711078949e-05,0.2615057319367,0.293,0.235,1
"chr4-155991167-155994581",8.31317559112469e-05,-0.135029367170177,0.297,0.301,1
"chr9-110951306-110955131",8.3203173361631e-05,0.420704572475077,0.138,0.096,1
"chr8-78254124-78255381",8.33964484680922e-05,-0.266245124196015,0.113,0.129,1
"chr2-49450013-49453627",8.3797350032455e-05,-0.115510723818282,0.429,0.44,1
"chr16-13231953-13233911",8.38943806154815e-05,0.402002083155311,0.143,0.102,1
"chr3-95216687-95219130",8.39537837763462e-05,-0.160126058456106,0.293,0.308,1
"chr2-36089005-36110044",8.41802834291351e-05,0.204770643064232,0.411,0.34,1
"chr11-82339182-82341521",8.45182763366793e-05,0.448149890411207,0.133,0.091,1
"chr2-121007323-121009822",8.45355630617795e-05,-0.182425083460857,0.239,0.248,1
"chr1-172024427-172028060",8.45380831193832e-05,-0.201023889411964,0.179,0.187,1
"chr5-107233166-107240837",8.48225029948419e-05,0.345491591116478,0.207,0.151,1
"chr19-45779362-45784769",8.48779060893372e-05,-0.12874381950448,0.389,0.398,1
"chr15-89194556-89197456",8.50826959378522e-05,-0.154874980578559,0.281,0.29,1
"chr7-122017599-122021843",8.51411241516305e-05,-0.209470624408711,0.169,0.176,1
"chr5-113005883-113010706",8.5323358872031e-05,-0.261884300607569,0.131,0.142,1
"chr5-139199011-139203027",8.54470690239895e-05,-0.14017627719618,0.331,0.336,1
"chr16-17529618-17532882",8.56327962434425e-05,-0.153042404133563,0.29,0.299,1
"chr11-76897084-76901977",8.57094414707305e-05,0.388426369152936,0.159,0.116,1
"chr9-110457342-110462792",8.5784747468373e-05,-0.195131929332474,0.185,0.197,1
"chr17-28327007-28335328",8.58854554033561e-05,-0.133919719465031,0.369,0.375,1
"chr5-91959114-91964694",8.59467921715576e-05,-0.12142034258491,0.396,0.402,1
"chr14-46820019-46823236",8.61163179517261e-05,-0.163036969735665,0.237,0.244,1
"chr18-38143764-38147596",8.62644241538966e-05,0.288322278438933,0.261,0.199,1
"chr10-122893518-122896035",8.62862729102434e-05,0.332481893992577,0.206,0.155,1
"chr14-76685399-76691103",8.63180641871954e-05,-0.146910114412381,0.316,0.328,1
"chr18-23038353-23042484",8.70564840512349e-05,0.306227643595416,0.242,0.183,1
"chrX-114473440-114475571",8.73658991176255e-05,0.410572744374654,0.141,0.1,1
"chr9-106197321-106201134",8.74016387840671e-05,-0.261713540287632,0.12,0.136,1
"chr17-71000204-71004728",8.77852659785893e-05,-0.131242799212642,0.349,0.351,1
"chr8-84255800-84258369",8.80730233701542e-05,-0.208840801086325,0.161,0.171,1
"chr5-140734828-140742550",8.84538806360005e-05,-0.232563295476997,0.155,0.17,1
"chr7-125443739-125446067",8.86905430062458e-05,-0.168413212541787,0.264,0.275,1
"chr8-4165124-4168414",8.91487854559019e-05,-0.114261098735959,0.482,0.481,1
"chr7-30971694-30974691",8.93895718417295e-05,0.266681517857482,0.303,0.239,1
"chr2-70625851-70631938",8.96782645198178e-05,0.331595340926937,0.213,0.158,1
"chr5-106452987-106472898",8.97785632909691e-05,0.264363371418226,0.325,0.253,1
"chr17-34090700-34095725",8.99996645199581e-05,-0.20805387155105,0.168,0.178,1
"chr13-23524380-23527128",9.00465990717254e-05,-0.301449521107935,0.109,0.126,1
"chr19-18711866-18714717",9.01706912458399e-05,-0.1392960763634,0.302,0.304,1
"chr8-120750666-120753836",9.05543038178108e-05,-0.267509425317653,0.11,0.123,1
"chr11-119927637-119930865",9.06060423460185e-05,-0.23691233528477,0.139,0.152,1
"chr7-24080863-24083358",9.11520256072552e-05,-0.162997253984653,0.263,0.273,1
"chr1-165650049-165655766",9.12321308675697e-05,-0.270952560959485,0.119,0.133,1
"chr7-105474566-105478476",9.13605153313115e-05,0.441408755547373,0.13,0.09,1
"chr10-13027598-13029014",9.15595276838398e-05,0.408276628087507,0.139,0.097,1
"chr10-41301944-41304760",9.16945835543681e-05,-0.158497913755904,0.29,0.302,1
"chr5-121818169-121821404",9.17852515672438e-05,0.386097087288124,0.168,0.122,1
"chr9-21070380-21075268",9.1808572889705e-05,-0.245929745007476,0.13,0.138,1
"chr19-8734778-8736596",9.22904915819803e-05,-0.233302310526109,0.138,0.148,1
"chr2-36047489-36050736",9.24180988023282e-05,-0.2110176110088,0.166,0.178,1
"chr10-117432090-117437517",9.27372151524721e-05,-0.14577369985131,0.332,0.339,1
"chr14-51127638-51132809",9.28788693136905e-05,-0.220930478408738,0.152,0.161,1
"chr14-76502872-76508553",9.29646632022472e-05,-0.118068833433437,0.43,0.434,1
"chr7-28820619-28826800",9.35680155874281e-05,-0.214007450769087,0.19,0.203,1
"chr11-95214579-95219897",9.36525789835592e-05,0.454907763063152,0.128,0.088,1
"chr11-98947028-98956166",9.37079793047575e-05,-0.171751026196951,0.253,0.261,1
"chr6-5442234-5443916",9.39316376331371e-05,0.432078034788573,0.131,0.091,1
"chr3-152911336-152914094",9.39620805152051e-05,-0.208936868633311,0.178,0.191,1
"chr18-12198946-12200972",9.40382892389828e-05,-0.189558496905196,0.206,0.215,1
"chr11-52230437-52241480",9.43938713575486e-05,-0.141245360848902,0.295,0.298,1
"chr1-75123928-75126055",9.44129113294574e-05,-0.150723985811991,0.336,0.344,1
"chr7-25685645-25692281",9.44129490566234e-05,-0.10681846599769,0.485,0.487,1
"chr14-122449460-122454541",9.47830769978819e-05,0.382632393085845,0.16,0.118,1
"chr2-156195691-156198959",9.539661552292e-05,-0.132576247348018,0.345,0.343,1
"chr5-77264034-77271138",9.54656753363725e-05,-0.120908434034856,0.351,0.355,1
"chr1-106029332-106032867",9.56995887951775e-05,-0.282802781267832,0.115,0.131,1
"chr8-115505624-115509106",9.57293008790091e-05,-0.208487548926106,0.196,0.21,1
"chr12-90736516-90741251",9.62452275257306e-05,0.352766766846014,0.184,0.135,1
"chr2-30965615-30968668",9.63421471671256e-05,-0.202448321223086,0.156,0.167,1
"chr3-67428265-67431465",9.63806695019933e-05,-0.254767166290656,0.12,0.128,1
"chr12-31943239-31951939",9.66444141678995e-05,-0.104618540147755,0.543,0.552,1
"chr14-63163472-63165900",9.67145583649167e-05,0.426465617758748,0.147,0.105,1
"chr9-50532769-50534363",9.69669715731972e-05,-0.285087997150941,0.102,0.112,1
"chr11-50323594-50326915",9.71337210954367e-05,-0.122521401679117,0.382,0.389,1
"chrX-77432292-77434300",9.73925248242857e-05,-0.224335525299439,0.167,0.178,1
"chr10-80568121-80572717",9.77113277793912e-05,-0.198434395767358,0.203,0.219,1
"chr18-34329234-34333648",9.79315536653339e-05,-0.184909080380881,0.215,0.226,1
"chr4-137851404-137857869",9.81423693395904e-05,0.360954508191736,0.184,0.133,1
"chr9-58539573-58544013",9.81701827145778e-05,-0.146485263683264,0.304,0.311,1
"chr6-146576440-146581168",9.84179545692515e-05,-0.126997363205922,0.397,0.404,1
"chr2-168220030-168231968",9.87004943243438e-05,-0.126810935246966,0.34,0.341,1
"chr19-9937762-9940424",9.885189152548e-05,-0.181847841538173,0.214,0.221,1
"chr7-142339557-142342741",9.90094876765842e-05,-0.27636698555101,0.108,0.123,1
"chr18-35561249-35569994",9.90727427945199e-05,-0.120360741416997,0.395,0.394,1
"chr17-25726488-25728844",9.91367450171406e-05,-0.146698585155392,0.351,0.363,1
"chr16-78373375-78378153",9.92675608708288e-05,-0.1270369717285,0.359,0.359,1
"chr11-49608281-49614399",9.94285993196941e-05,0.321502890357402,0.205,0.158,1
"chr3-138142294-138145687",9.94287833870607e-05,-0.120277077276784,0.429,0.428,1
"chr3-95041278-95044422",9.95900309327472e-05,-0.167422294782574,0.277,0.283,1
"chr10-30598172-30601724",9.97942536979252e-05,-0.210756443658423,0.143,0.15,1
"chr18-53249452-53252245",0.00010049393502453,0.323911269018706,0.205,0.154,1
"chr8-107113283-107116836",0.000100513483057171,0.353479690411191,0.183,0.135,1
"chr1-172302008-172315422",0.000101061905529177,-0.105148975053157,0.537,0.542,1
"chr2-166804129-166809126",0.000101086534581506,-0.159782521926198,0.261,0.265,1
"chr19-53419381-53426525",0.000101640669484968,-0.123165863846145,0.451,0.468,1
"chr7-19117861-19120867",0.000101757617991898,-0.169166681495087,0.262,0.274,1
"chr2-23155142-23157149",0.000101915013150495,-0.133169338360917,0.385,0.397,1
"chr10-122095936-122099820",0.000101990677751751,-0.119868356563907,0.404,0.408,1
"chr4-144402106-144405426",0.000102830878937968,-0.248572748359803,0.14,0.154,1
"chr17-84510075-84513164",0.000102831085180808,0.384610012690078,0.171,0.125,1
"chr5-108129293-108133756",0.000102849741420657,-0.125646559854592,0.373,0.382,1
"chr15-36191750-36193954",0.000103251976351316,0.402317329550059,0.139,0.096,1
"chr5-134674987-134679301",0.000103256618322381,-0.178571343825059,0.222,0.229,1
"chr18-61032817-61040474",0.000103449772496424,-0.218299753917532,0.156,0.165,1
"chr7-122919507-122921789",0.000103520106189659,-0.28743797459965,0.099,0.11,1
"chr13-81135545-81137685",0.000103773991794367,0.416475097736516,0.128,0.09,1
"chr17-35895653-35898601",0.000104236640822574,-0.189100103220742,0.162,0.169,1
"chr14-117777737-117779665",0.000104633389972858,0.402094256677719,0.151,0.108,1
"chr1-4856526-4860464",0.000104935077123519,-0.153728972470519,0.252,0.261,1
"chr13-21177410-21182623",0.000105167066826398,-0.123259768043199,0.36,0.364,1
"chr6-88083166-88085601",0.000105198851030922,-0.175539304965231,0.198,0.205,1
"chr2-35829896-35833880",0.000105331337334705,-0.177695144565888,0.204,0.211,1
"chr7-81854293-81857050",0.00010537071872009,-0.256197090370757,0.115,0.127,1
"chr16-5047912-5053242",0.000105545533829618,-0.120780629981653,0.37,0.376,1
"chr19-45207043-45209550",0.000105851512235225,-0.271269482875988,0.107,0.119,1
"chr5-123743808-123750444",0.000105878372631115,-0.139830708135626,0.379,0.387,1
"chr19-5386598-5391112",0.000105952279965077,-0.152733056805691,0.282,0.295,1
"chr19-45073739-45082797",0.000106086918707908,-0.106471661065655,0.522,0.532,1
"chr17-86752492-86756688",0.00010635713668347,0.276228602957783,0.278,0.22,1
"chr16-22008569-22011798",0.000106569460792181,-0.155589624653707,0.318,0.328,1
"chr1-40678790-40683593",0.000106684963802533,0.337299438745808,0.21,0.159,1
"chr4-138248533-138253147",0.000107045925226162,-0.166175237565954,0.229,0.236,1
"chr2-84819781-84823962",0.000107115260580358,0.364829784036437,0.157,0.117,1
"chr11-51755273-51757631",0.000107144515506454,-0.18260614194301,0.194,0.202,1
